                                            申银万国期货                                            
                                                                    制表时间 Creation Date：20191129
----------------------------------------------------------------------------------------------------
                             交易结算单(盯市) Settlement Statement(MTM)                             
客户号 Client ID：  8001888888          客户名称 Client Name：申银万国智富投资有限公司
日期 Date：20191129


市场风险莫测，务请谨慎从事。
温馨提示
尊敬的客户：
您好。为保护您的账户安全以及账户实名制要求，我司在此提示：
1、请您在开户完成后第一时间更改初始交易密码和资金密码。平时妥善保管密码，不得将密码透露给他人。定期修改密码，增强密码强度，不得使用易被破解的简单数字作为交易密码和资金密码，强烈建议您通过增加密码长度（至少8位以上）和复杂性的方式，提高密码安全等级，比如以大小写字母、数字、符号等不规则组合排列的方式设置密码；
2、不得在公共场所或他人计算机上登录账号并交易；
3、账户应由本人使用，不得将账户转借、出租、交由他人操作；
4、如您开户时登记的个人信息发生变更后（包括但不限于住址、手机、座机等），请主动联系我司客户经理进行更新；
5、因期货交易高风险性及期货市场信息可能对投资者尤其是高龄投资者产生不利影响，如您的年龄大于等于70岁，请在进行期货交易前确认您具备针对期货交易风险的经济承受能力、风险控制能力、身体和心理承受能力。

                   资金状况  币种：人民币  Account Summary  Currency：CNY 
----------------------------------------------------------------------------------------------------
期初结存 Balance b/f：                 19223661.10  基础保证金 Initial Margin：                 0.00
出 入 金 Deposit/Withdrawal：             22578.69  期末结存 Balance c/f：               18938845.97
平仓盈亏 Realized P/L：                  -96045.00  质 押 金 Pledge Amount：                    0.00
持仓盯市盈亏 MTM P/L：                  -209950.00  客户权益 Client Equity：：           18938845.97
期权执行盈亏 Exercise P/L：                   0.00  货币质押保证金占用 FX Pledge Occ.：         0.00
手 续 费 Commission：                      2488.82  保证金占用 Margin Occupied：         10397590.60
行权手续费 Exercise Fee：                     0.00  交割保证金 Delivery Margin：                0.00
交割手续费 Delivery Fee：                     0.00  多头期权市值 Market value(long)：       70965.00
货币质入 New FX Pledge：                      0.00  空头期权市值 Market value(short)：      74105.00
货币质出 FX Redemption：                      0.00  市值权益 Market value(equity)：      18935705.97
质押变化金额 Chg in Pledge Amt：              0.00  可用资金 Fund Avail.：                8541255.37
权利金收入 Premium received：              3100.00  风 险 度 Risk Degree：                    54.90%
权利金支出 Premium paid：                  2010.00  应追加资金 Margin Call：                    0.00
货币质押变化金额 Chg in FX Pledge:            0.00

                                        出入金明细 Deposit/Withdrawal 
----------------------------------------------------------------------------------------------------------------
|发生日期|       出入金类型       |      入金      |      出金      |                   说明                   |
|  Date  |          Type          |    Deposit     |   Withdrawal   |                   Note                   |
----------------------------------------------------------------------------------------------------------------
|20191129|出入金                  |            0.00|            0.00|8001888888 仓单转让手续费 出金: 0         |
|20191129|出入金                  |         3082.35|            0.00|8001888888入金3082.35  2019-10-01~2019-10-31上期所返还|
|20191129|出入金                  |        13851.66|            0.00|8001888888入金13851.66  2019-10-01~2019-10-31郑商所返还|
|20191129|出入金                  |         5644.68|            0.00|8001888888入金5644.68  2019-10-1~2019-10-31大商所返还|
----------------------------------------------------------------------------------------------------------------
|共   4条|                        |        22578.69|            0.00|                                          |
----------------------------------------------------------------------------------------------------------------
出入金---Deposit/Withdrawal     银期转账---Bank-Futures Transfer    银期换汇---Bank-Futures FX Exchange

                                                              成交记录 Transaction Record 
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|成交日期| 交易所 |       品种       |      合约      |买/卖|   投/保    |  成交价  | 手数 |   成交额   |       开平       |  手续费  |  平仓盈亏  |     权利金收支      |  成交序号  |
| 上期所 |        铝        |     al2004     | 20191126|投机        |买   |      1|      13760.000|       13745.000|       13805.000|      225.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191126|投机        |买   |      1|      13760.000|       13745.000|       13805.000|      225.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191126|投机        |买   |      1|      13760.000|       13745.000|       13805.000|      225.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13770.000|       13745.000|       13805.000|      175.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      2|      13775.000|       13745.000|       13805.000|      300.00|     600.00|    9663.50|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13775.000|       13745.000|       13805.000|      150.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13780.000|       13745.000|       13805.000|      125.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13780.000|       13745.000|       13805.000|      125.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13775.000|       13745.000|       13805.000|      150.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13780.000|       13745.000|       13805.000|      125.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13780.000|       13745.000|       13805.000|      125.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13780.000|       13745.000|       13805.000|      125.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13775.000|       13745.000|       13805.000|      150.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13775.000|       13745.000|       13805.000|      150.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13775.000|       13745.000|       13805.000|      150.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13770.000|       13745.000|       13805.000|      175.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13770.000|       13745.000|       13805.000|      175.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13765.000|       13745.000|       13805.000|      200.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13775.000|       13745.000|       13805.000|      150.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13770.000|       13745.000|       13805.000|      175.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13780.000|       13745.000|       13805.000|      125.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13775.000|       13745.000|       13805.000|      150.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13775.000|       13745.000|       13805.000|      150.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13770.000|       13745.000|       13805.000|      175.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13775.000|       13745.000|       13805.000|      150.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13775.000|       13745.000|       13805.000|      150.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13775.000|       13745.000|       13805.000|      150.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13775.000|       13745.000|       13805.000|      150.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13775.000|       13745.000|       13805.000|      150.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13775.000|       13745.000|       13805.000|      150.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13770.000|       13745.000|       13805.000|      175.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191128|投机        |买   |      1|      13770.000|       13745.000|       13805.000|      175.00|     300.00|    4831.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191129|投机        |买   |      8|      13825.000|       13745.000|       13805.000|     -800.00|    -800.00|   38654.00|                  0.00|
| 上期所 |        铝        |     al2004     | 20191129|投机        |买   |      5|      13825.000|       13745.000|       13805.000|     -500.00|    -500.00|   24158.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191129|投机        |买   |      5|      13825.000|       13745.000|       13805.000|     -500.00|    -500.00|   24158.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191129|投机        |买   |      5|      13825.000|       13745.000|       13805.000|     -500.00|    -500.00|   24158.75|                  0.00|
| 上期所 |        铝        |     al2004     | 20191129|投机        |买   |      3|      13825.000|       13745.000|       13805.000|     -300.00|    -300.00|   14495.25|                  0.00|
| 上期所 |        铝        |     al2004     | 20191129|投机        |买   |      4|      13825.000|       13745.000|       13805.000|     -400.00|    -400.00|   19327.00|                  0.00|
| 上期所 |      螺纹钢      |     rb2001     | 20191128|投机        |买   |      2|       3593.000|        3587.000|        3618.000|      500.00|     620.00|    7236.00|                  0.00|
| 上期所 |      螺纹钢      |     rb2001     | 20191128|投机        |买   |      1|       3593.000|        3587.000|        3618.000|      250.00|     310.00|    3618.00|                  0.00|
| 上期所 |      螺纹钢      |     rb2001     | 20191128|投机        |买   |      1|       3593.000|        3587.000|        3618.000|      250.00|     310.00|    3618.00|                  0.00|
| 上期所 |      螺纹钢      |     rb2001     | 20191128|投机        |买   |      1|       3593.000|        3587.000|        3618.000|      250.00|     310.00|    3618.00|                  0.00|
| 上期所 |      螺纹钢      |     rb2001     | 20191128|投机        |买   |     20|       3593.000|        3587.000|        3618.000|     5000.00|    6200.00|   72360.00|                  0.00|
| 上期所 |      螺纹钢      |     rb2001     | 20191128|投机        |买   |      1|       3593.000|        3587.000|        3618.000|      250.00|     310.00|    3618.00|                  0.00|
| 上期所 |      螺纹钢      |     rb2001     | 20191128|投机        |买   |      2|       3593.000|        3587.000|        3618.000|      500.00|     620.00|    7236.00|                  0.00|
| 上期所 |      螺纹钢      |     rb2001     | 20191128|投机        |买   |      1|       3593.000|        3587.000|        3618.000|      250.00|     310.00|    3618.00|                  0.00|
| 上期所 |      螺纹钢      |     rb2001     | 20191128|投机        |买   |      1|       3593.000|        3587.000|        3618.000|      250.00|     310.00|    3618.00|                  0.00|
| 上期所 |      螺纹钢      |     rb2005     | 20191120|投机        |   卖|      2|       3408.000|        3386.000|        3424.000|     -320.00|    -760.00|    5478.40|                  0.00|
| 上期所 |      螺纹钢      |     rb2005     | 20191121|投机        |   卖|     10|       3363.000|        3386.000|        3424.000|    -6100.00|   -3800.00|   27392.00|                  0.00|
| 上期所 |      螺纹钢      |     rb2005     | 20191122|投机        |   卖|     10|       3402.000|        3386.000|        3424.000|    -2200.00|   -3800.00|   27392.00|                  0.00|
| 上期所 |      螺纹钢      |     rb2005     | 20191125|投机        |   卖|      9|       3429.000|        3386.000|        3424.000|      450.00|   -3420.00|   24652.80|                  0.00|
| 上期所 |      螺纹钢      |     rb2005     | 20191125|投机        |   卖|      3|       3429.000|        3386.000|        3424.000|      150.00|   -1140.00|    8217.60|                  0.00|
| 上期所 |      螺纹钢      |     rb2005     | 20191125|投机        |   卖|      1|       3429.000|        3386.000|        3424.000|       50.00|    -380.00|    2739.20|                  0.00|
| 上期所 |      螺纹钢      |     rb2005     | 20191125|投机        |   卖|      1|       3429.000|        3386.000|        3424.000|       50.00|    -380.00|    2739.20|                  0.00|
| 上期所 |      螺纹钢      |     rb2005     | 20191125|投机        |   卖|      6|       3429.000|        3386.000|        3424.000|      300.00|   -2280.00|   16435.20|                  0.00|
| 上期所 |      螺纹钢      |     rb2005     | 20191127|投机        |   卖|      5|       3371.000|        3386.000|        3424.000|    -2650.00|   -1900.00|   13696.00|                  0.00|
| 上期所 |      螺纹钢      |     rb2005     | 20191127|投机        |   卖|     13|       3366.000|        3386.000|        3424.000|    -7540.00|   -4940.00|   35609.60|                  0.00|
| 上期所 |      螺纹钢      |     rb2005     | 20191128|投机        |   卖|     30|       3391.000|        3386.000|        3424.000|    -9900.00|  -11400.00|   82176.00|                  0.00|
| 上期所 |      螺纹钢      |     rb2005     | 20191128|投机        |   卖|      5|       3385.000|        3386.000|        3424.000|    -1950.00|   -1900.00|   13696.00|                  0.00|
